Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT4,NO,04/01/2020 14:45,20.40000,ppb,P
CT4,NO,04/01/2020 15:00,32.60000,ppb,P
CT4,NO,04/01/2020 15:15,27.20000,ppb,P
CT4,NO,04/01/2020 15:30,33.40000,ppb,P
CT4,NO,04/01/2020 15:45,36.30000,ppb,P
CT4,NO,04/01/2020 16:00,29.00000,ppb,P
CT4,NO,04/01/2020 16:15,47.70000,ppb,P
CT4,NO,04/01/2020 16:30,79.80000,ppb,P
CT4,NO,04/01/2020 16:45,33.40000,ppb,P
CT4,NO,04/01/2020 17:00,25.80000,ppb,P
CT4,NO,04/01/2020 17:15,22.30000,ppb,P
CT4,NO,04/01/2020 17:30,23.10000,ppb,P
CT4,NO,04/01/2020 17:45,57.50000,ppb,P
CT4,NO,04/01/2020 18:00,34.60000,ppb,P
CT4,NO,04/01/2020 18:15,29.80000,ppb,P
CT4,NO,04/01/2020 18:30,46.90000,ppb,P
CT4,NO,04/01/2020 18:45,79.00000,ppb,P
CT4,NO,04/01/2020 19:00,20.20000,ppb,P
CT4,NO,04/01/2020 19:15,29.40000,ppb,P
CT4,NO,04/01/2020 19:30,16.00000,ppb,P
CT4,NO,04/01/2020 19:45,32.60000,ppb,P
CT4,NO,04/01/2020 20:00,31.70000,ppb,P
CT4,NO,04/01/2020 20:15,34.30000,ppb,P
CT4,NO,04/01/2020 20:30,15.10000,ppb,P
CT4,NO,04/01/2020 20:45,28.60000,ppb,P
CT4,NO,04/01/2020 21:00,31.40000,ppb,P
CT4,NO,04/01/2020 21:15,18.20000,ppb,P
CT4,NO,04/01/2020 21:30,34.80000,ppb,P
CT4,NO,04/01/2020 21:45,29.60000,ppb,P
CT4,NO,04/01/2020 22:00,45.50000,ppb,P
CT4,NO,04/01/2020 22:15,83.50000,ppb,P
CT4,NO,04/01/2020 22:30,43.20000,ppb,P
CT4,NO,04/01/2020 22:45,28.20000,ppb,P
CT4,NO,04/01/2020 23:00,17.70000,ppb,P
CT4,NO,04/01/2020 23:15,16.80000,ppb,P
CT4,NO,04/01/2020 23:30,35.10000,ppb,P
CT4,NO,04/01/2020 23:45,37.60000,ppb,P
CT4,NO,05/01/2020 00:00,11.70000,ppb,P
CT4,NO,05/01/2020 00:15,12.20000,ppb,P
CT4,NO,05/01/2020 00:30,19.20000,ppb,P
CT4,NO,05/01/2020 00:45,5.80000,ppb,P
CT4,NO,05/01/2020 01:00,8.30000,ppb,P
CT4,NO,05/01/2020 01:15,4.70000,ppb,P
CT4,NO,05/01/2020 01:30,7.70000,ppb,P
CT4,NO,05/01/2020 01:45,2.20000,ppb,P
CT4,NO,05/01/2020 02:00,4.00000,ppb,P
CT4,NO,05/01/2020 02:15,2.10000,ppb,P
CT4,NO,05/01/2020 02:30,2.10000,ppb,P
CT4,NO,05/01/2020 02:45,1.40000,ppb,P
CT4,NO,05/01/2020 03:00,1.40000,ppb,P
CT4,NO,05/01/2020 03:15,1.30000,ppb,P
