Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT6,CO,03/01/2010 22:45,0.70000,ppm,R
CT6,CO,03/01/2010 23:00,0.80000,ppm,R
CT6,CO,03/01/2010 23:15,0.80000,ppm,R
CT6,CO,03/01/2010 23:30,1.00000,ppm,R
CT6,CO,03/01/2010 23:45,1.00000,ppm,R
CT6,CO,04/01/2010 00:00,0.90000,ppm,R
CT6,CO,04/01/2010 00:15,1.10000,ppm,R
CT6,CO,04/01/2010 00:30,1.00000,ppm,R
CT6,CO,04/01/2010 00:45,,ppm,R
CT6,CO,04/01/2010 01:00,,ppm,R
CT6,CO,04/01/2010 01:15,1.10000,ppm,R
CT6,CO,04/01/2010 01:30,0.90000,ppm,R
CT6,CO,04/01/2010 01:45,0.70000,ppm,R
CT6,CO,04/01/2010 02:00,0.90000,ppm,R
CT6,CO,04/01/2010 02:15,0.80000,ppm,R
CT6,CO,04/01/2010 02:30,1.00000,ppm,R
CT6,CO,04/01/2010 02:45,0.60000,ppm,R
CT6,CO,04/01/2010 03:00,1.00000,ppm,R
CT6,CO,04/01/2010 03:15,1.30000,ppm,R
CT6,CO,04/01/2010 03:30,1.00000,ppm,R
CT6,CO,04/01/2010 03:45,0.90000,ppm,R
CT6,CO,04/01/2010 04:00,0.90000,ppm,R
CT6,CO,04/01/2010 04:15,0.80000,ppm,R
CT6,CO,04/01/2010 04:30,0.70000,ppm,R
CT6,CO,04/01/2010 04:45,1.10000,ppm,R
CT6,CO,04/01/2010 05:00,1.10000,ppm,R
CT6,CO,04/01/2010 05:15,1.00000,ppm,R
CT6,CO,04/01/2010 05:30,1.20000,ppm,R
CT6,CO,04/01/2010 05:45,1.30000,ppm,R
CT6,CO,04/01/2010 06:00,1.40000,ppm,R
CT6,CO,04/01/2010 06:15,1.10000,ppm,R
CT6,CO,04/01/2010 06:30,1.50000,ppm,R
CT6,CO,04/01/2010 06:45,1.20000,ppm,R
CT6,CO,04/01/2010 07:00,1.20000,ppm,R
CT6,CO,04/01/2010 07:15,1.30000,ppm,R
CT6,CO,04/01/2010 07:30,1.80000,ppm,R
CT6,CO,04/01/2010 07:45,2.10000,ppm,R
CT6,CO,04/01/2010 08:00,1.50000,ppm,R
CT6,CO,04/01/2010 08:15,1.60000,ppm,R
